feature_type,lowerCasing,stop_words,ngram_range,analyzer,max_features,classifier_Name,classifier_Metric,score
Tfidf,True,with,1,word,20,DecisionTree,precision_score,0.0701556629092861
Tfidf,True,with,1,char,,MultinomialNB,f1_score,0.05494822374156018
Tfidf,True,with,1,char,,MultinomialNB,recall_score,0.040350785493784104
Tfidf,True,with,1,char,,MultinomialNB,precision_score,0.08916969854469856
Tfidf,True,with,1,char,,RidgeClassifier,f1_score,0.05494822374156018
Tfidf,True,with,1,char,,RidgeClassifier,recall_score,0.040350785493784104
Tfidf,True,with,1,char,,RidgeClassifier,precision_score,0.08916969854469856
Tfidf,True,with,1,char,,DecisionTree,f1_score,0.05494822374156018
Tfidf,True,with,1,char,,DecisionTree,recall_score,0.040350785493784104
Tfidf,True,with,1,char,,DecisionTree,precision_score,0.08916969854469856
Tfidf,True,with,1,char,10,MultinomialNB,f1_score,0.01489946708405483
Tfidf,True,with,1,char,10,MultinomialNB,recall_score,0.011381309184843863
Tfidf,True,with,1,char,10,MultinomialNB,precision_score,0.03236331569664903
Tfidf,True,with,1,char,10,RidgeClassifier,f1_score,0.01489946708405483
Tfidf,True,with,1,char,10,RidgeClassifier,recall_score,0.011381309184843863
Tfidf,True,with,1,char,10,RidgeClassifier,precision_score,0.03236331569664903
Tfidf,True,with,1,char,10,DecisionTree,f1_score,0.01489946708405483
Tfidf,True,with,1,char,10,DecisionTree,recall_score,0.011381309184843863
Tfidf,True,with,1,char,10,DecisionTree,precision_score,0.03236331569664903
Tfidf,True,with,1,char,20,MultinomialNB,f1_score,0.017549131469293072
Tfidf,True,with,1,char,20,MultinomialNB,recall_score,0.01193907829915972
Tfidf,True,with,1,char,20,MultinomialNB,precision_score,0.05891174806085422
Tfidf,True,with,1,char,20,RidgeClassifier,f1_score,0.017549131469293072
Tfidf,True,with,1,char,20,RidgeClassifier,recall_score,0.01193907829915972
Tfidf,True,with,1,char,20,RidgeClassifier,precision_score,0.05891174806085422
Tfidf,True,with,1,char,20,DecisionTree,f1_score,0.017549131469293072
Tfidf,True,with,1,char,20,DecisionTree,recall_score,0.01193907829915972
Tfidf,True,with,1,char,20,DecisionTree,precision_score,0.05891174806085422
Tfidf,True,with,1,char_wb,,MultinomialNB,f1_score,0.054902968158255926
Tfidf,True,with,1,char_wb,,MultinomialNB,recall_score,0.04019404568187188
Tfidf,True,with,1,char_wb,,MultinomialNB,precision_score,0.08991503587736464
Tfidf,True,with,1,char_wb,,RidgeClassifier,f1_score,0.054902968158255926
Tfidf,True,with,1,char_wb,,RidgeClassifier,recall_score,0.04019404568187188
Tfidf,True,with,1,char_wb,,RidgeClassifier,precision_score,0.08991503587736464
Tfidf,True,with,1,char_wb,,DecisionTree,f1_score,0.054902968158255926
Tfidf,True,with,1,char_wb,,DecisionTree,recall_score,0.04019404568187188
Tfidf,True,with,1,char_wb,,DecisionTree,precision_score,0.08991503587736464
Tfidf,True,with,1,char_wb,10,MultinomialNB,f1_score,0.0012212497455729697
Tfidf,True,with,1,char_wb,10,MultinomialNB,recall_score,0.0007030700726505741
Tfidf,True,with,1,char_wb,10,MultinomialNB,precision_score,0.0046439628482972135
Tfidf,True,with,1,char_wb,10,RidgeClassifier,f1_score,0.0012212497455729697
Tfidf,True,with,1,char_wb,10,RidgeClassifier,recall_score,0.0007030700726505741
Tfidf,True,with,1,char_wb,10,RidgeClassifier,precision_score,0.0046439628482972135
Tfidf,True,with,1,char_wb,10,DecisionTree,f1_score,0.0012212497455729697
Tfidf,True,with,1,char_wb,10,DecisionTree,recall_score,0.0007030700726505741
Tfidf,True,with,1,char_wb,10,DecisionTree,precision_score,0.0046439628482972135
Tfidf,True,with,1,char_wb,20,MultinomialNB,f1_score,0.0044907218409036345
Tfidf,True,with,1,char_wb,20,MultinomialNB,recall_score,0.0023956280743599053
Tfidf,True,with,1,char_wb,20,MultinomialNB,precision_score,0.06016081871345029
Tfidf,True,with,1,char_wb,20,RidgeClassifier,f1_score,0.0044907218409036345
Tfidf,True,with,1,char_wb,20,RidgeClassifier,recall_score,0.0023956280743599053
Tfidf,True,with,1,char_wb,20,RidgeClassifier,precision_score,0.06016081871345029
Tfidf,True,with,1,char_wb,20,DecisionTree,f1_score,0.0044907218409036345
Tfidf,True,with,1,char_wb,20,DecisionTree,recall_score,0.0023956280743599053
Tfidf,True,with,1,char_wb,20,DecisionTree,precision_score,0.06016081871345029
Tfidf,True,with,2,word,,MultinomialNB,f1_score,0.06807571529327638
Tfidf,True,with,2,word,,MultinomialNB,recall_score,0.058206769501823775
Tfidf,True,with,2,word,,MultinomialNB,precision_score,0.0905448243688706
Tfidf,True,with,2,word,,RidgeClassifier,f1_score,0.06807571529327638
Tfidf,True,with,2,word,,RidgeClassifier,recall_score,0.058206769501823775
Tfidf,True,with,2,word,,RidgeClassifier,precision_score,0.0905448243688706
Tfidf,True,with,2,word,,DecisionTree,f1_score,0.06807571529327638
Tfidf,True,with,2,word,,DecisionTree,recall_score,0.058206769501823775
Tfidf,True,with,2,word,,DecisionTree,precision_score,0.0905448243688706
Tfidf,True,with,2,word,10,MultinomialNB,f1_score,0.004411764705882354
Tfidf,True,with,2,word,10,MultinomialNB,recall_score,0.0023510971786833857
Tfidf,True,with,2,word,10,MultinomialNB,precision_score,0.03571428571428571
Tfidf,True,with,2,word,10,RidgeClassifier,f1_score,0.004411764705882354
Tfidf,True,with,2,word,10,RidgeClassifier,recall_score,0.0023510971786833857
Tfidf,True,with,2,word,10,RidgeClassifier,precision_score,0.03571428571428571
Tfidf,True,with,2,word,10,DecisionTree,f1_score,0.004411764705882354
Tfidf,True,with,2,word,10,DecisionTree,recall_score,0.0023510971786833857
Tfidf,True,with,2,word,10,DecisionTree,precision_score,0.03571428571428571
Tfidf,True,with,2,word,20,MultinomialNB,f1_score,0.006367771280051982
Tfidf,True,with,2,word,20,MultinomialNB,recall_score,0.0033752112025314755
Tfidf,True,with,2,word,20,MultinomialNB,precision_score,0.060235507246376815
Tfidf,True,with,2,word,20,RidgeClassifier,f1_score,0.006367771280051982
Tfidf,True,with,2,word,20,RidgeClassifier,recall_score,0.0033752112025314755
Tfidf,True,with,2,word,20,RidgeClassifier,precision_score,0.060235507246376815
Tfidf,True,with,2,word,20,DecisionTree,f1_score,0.006367771280051982
Tfidf,True,with,2,word,20,DecisionTree,recall_score,0.0033752112025314755
Tfidf,True,with,2,word,20,DecisionTree,precision_score,0.060235507246376815
Tfidf,True,with,2,char,,MultinomialNB,f1_score,0.050462555347139816
Tfidf,True,with,2,char,,MultinomialNB,recall_score,0.03476279504557139
Tfidf,True,with,2,char,,MultinomialNB,precision_score,0.09289896670493684
Tfidf,True,with,2,char,,RidgeClassifier,f1_score,0.050462555347139816
Tfidf,True,with,2,char,,RidgeClassifier,recall_score,0.03476279504557139
Tfidf,True,with,2,char,,RidgeClassifier,precision_score,0.09289896670493684
Tfidf,True,with,2,char,,DecisionTree,f1_score,0.050462555347139816
Tfidf,True,with,2,char,,DecisionTree,recall_score,0.03476279504557139
Tfidf,True,with,2,char,,DecisionTree,precision_score,0.09289896670493684
Tfidf,True,with,2,char,10,MultinomialNB,f1_score,0.0022234574763757642
Tfidf,True,with,2,char,10,MultinomialNB,recall_score,0.0011383039271485487
Tfidf,True,with,2,char,10,MultinomialNB,precision_score,0.047619047619047616
Tfidf,True,with,2,char,10,RidgeClassifier,f1_score,0.0022234574763757642
Tfidf,True,with,2,char,10,RidgeClassifier,recall_score,0.0011383039271485487
Tfidf,True,with,2,char,10,RidgeClassifier,precision_score,0.047619047619047616
Tfidf,True,with,2,char,10,DecisionTree,f1_score,0.0022234574763757642
Tfidf,True,with,2,char,10,DecisionTree,recall_score,0.0011383039271485487
Tfidf,True,with,2,char,10,DecisionTree,precision_score,0.047619047619047616
Tfidf,True,with,2,char,20,MultinomialNB,f1_score,0.0025320142676953823
Tfidf,True,with,2,char,20,MultinomialNB,recall_score,0.0013236612266470747
Tfidf,True,with,2,char,20,MultinomialNB,precision_score,0.08227513227513228
Tfidf,True,with,2,char,20,RidgeClassifier,f1_score,0.0025320142676953823
Tfidf,True,with,2,char,20,RidgeClassifier,recall_score,0.0013236612266470747
Tfidf,True,with,2,char,20,RidgeClassifier,precision_score,0.08227513227513228
Tfidf,True,with,2,char,20,DecisionTree,f1_score,0.0025320142676953823
Tfidf,True,with,2,char,20,DecisionTree,recall_score,0.0013236612266470747
Tfidf,True,with,2,char,20,DecisionTree,precision_score,0.08227513227513228
Tfidf,True,with,2,char_wb,,MultinomialNB,f1_score,0.056105402508983174
Tfidf,True,with,2,char_wb,,MultinomialNB,recall_score,0.04011410980651296
Tfidf,True,with,2,char_wb,,MultinomialNB,precision_score,0.09350501964207769
Tfidf,True,with,2,char_wb,,RidgeClassifier,f1_score,0.056105402508983174
Tfidf,True,with,2,char_wb,,RidgeClassifier,recall_score,0.04011410980651296
Tfidf,True,with,2,char_wb,,RidgeClassifier,precision_score,0.09350501964207769
Tfidf,True,with,2,char_wb,,DecisionTree,f1_score,0.056105402508983174
Tfidf,True,with,2,char_wb,,DecisionTree,recall_score,0.04011410980651296
Tfidf,True,with,2,char_wb,,DecisionTree,precision_score,0.09350501964207769
Tfidf,True,with,2,char_wb,10,MultinomialNB,f1_score,0.0
Tfidf,True,with,2,char_wb,10,MultinomialNB,recall_score,0.0
Tfidf,True,with,2,char_wb,10,MultinomialNB,precision_score,0.0
Tfidf,True,with,2,char_wb,10,RidgeClassifier,f1_score,0.0
Tfidf,True,with,2,char_wb,10,RidgeClassifier,recall_score,0.0
Tfidf,True,with,2,char_wb,10,RidgeClassifier,precision_score,0.0
Tfidf,True,with,2,char_wb,10,DecisionTree,f1_score,0.0
Tfidf,True,with,2,char_wb,10,DecisionTree,recall_score,0.0
Tfidf,True,with,2,char_wb,10,DecisionTree,precision_score,0.0
Tfidf,True,with,2,char_wb,20,MultinomialNB,f1_score,0.020168927703833817
Tfidf,True,with,2,char_wb,20,MultinomialNB,recall_score,0.011794557984940501
Tfidf,True,with,2,char_wb,20,MultinomialNB,precision_score,0.07321885869357489
Tfidf,True,with,2,char_wb,20,RidgeClassifier,f1_score,0.020168927703833817
Tfidf,True,with,2,char_wb,20,RidgeClassifier,recall_score,0.011794557984940501
Tfidf,True,with,2,char_wb,20,RidgeClassifier,precision_score,0.07321885869357489
Tfidf,True,with,2,char_wb,20,DecisionTree,f1_score,0.020168927703833817
Tfidf,True,with,2,char_wb,20,DecisionTree,recall_score,0.011794557984940501
Tfidf,True,with,2,char_wb,20,DecisionTree,precision_score,0.07321885869357489
Tfidf,True,without,0,word,,MultinomialNB,f1_score,0.07822649407022712
Tfidf,True,without,0,word,,MultinomialNB,recall_score,0.06903361242958797
Tfidf,True,without,0,word,,MultinomialNB,precision_score,0.09028094518477814
Tfidf,True,without,0,word,,RidgeClassifier,f1_score,0.07822649407022712
Tfidf,True,without,0,word,,RidgeClassifier,recall_score,0.06903361242958797
Tfidf,True,without,0,word,,RidgeClassifier,precision_score,0.09028094518477814
Tfidf,True,without,0,word,,DecisionTree,f1_score,0.07822649407022712
Tfidf,True,without,0,word,,DecisionTree,recall_score,0.06903361242958797
Tfidf,True,without,0,word,,DecisionTree,precision_score,0.09028094518477814
Tfidf,True,without,0,word,10,MultinomialNB,f1_score,0.01253946470507116
Tfidf,True,without,0,word,10,MultinomialNB,recall_score,0.007510132906853543
Tfidf,True,without,0,word,10,MultinomialNB,precision_score,0.049221685453569516
Tfidf,True,without,0,word,10,RidgeClassifier,f1_score,0.01253946470507116
Tfidf,True,without,0,word,10,RidgeClassifier,recall_score,0.007510132906853543
Tfidf,True,without,0,word,10,RidgeClassifier,precision_score,0.049221685453569516
Tfidf,True,without,0,word,10,DecisionTree,f1_score,0.01253946470507116
Tfidf,True,without,0,word,10,DecisionTree,recall_score,0.007510132906853543
Tfidf,True,without,0,word,10,DecisionTree,precision_score,0.049221685453569516
Tfidf,True,without,0,word,20,MultinomialNB,f1_score,0.01541598595173771
Tfidf,True,without,0,word,20,MultinomialNB,recall_score,0.009357683352918986
Tfidf,True,without,0,word,20,MultinomialNB,precision_score,0.045998635164794625
Tfidf,True,without,0,word,20,RidgeClassifier,f1_score,0.01541598595173771
Tfidf,True,without,0,word,20,RidgeClassifier,recall_score,0.009357683352918986
Tfidf,True,without,0,word,20,RidgeClassifier,precision_score,0.045998635164794625
Tfidf,True,without,0,word,20,DecisionTree,f1_score,0.01541598595173771
Tfidf,True,without,0,word,20,DecisionTree,recall_score,0.009357683352918986
Tfidf,True,without,0,word,20,DecisionTree,precision_score,0.045998635164794625
Tfidf,True,without,0,char,,MultinomialNB,f1_score,0.01229432184411226
Tfidf,True,without,0,char,,MultinomialNB,recall_score,0.007440235683311099
Tfidf,True,without,0,char,,MultinomialNB,precision_score,0.0509264762697257
Tfidf,True,without,0,char,,RidgeClassifier,f1_score,0.01229432184411226
Tfidf,True,without,0,char,,RidgeClassifier,recall_score,0.007440235683311099
Tfidf,True,without,0,char,,RidgeClassifier,precision_score,0.0509264762697257
Tfidf,True,without,0,char,,DecisionTree,f1_score,0.01229432184411226
Tfidf,True,without,0,char,,DecisionTree,recall_score,0.007440235683311099
Tfidf,True,without,0,char,,DecisionTree,precision_score,0.0509264762697257
Tfidf,True,without,0,char,10,MultinomialNB,f1_score,0.011949540448680528
Tfidf,True,without,0,char,10,MultinomialNB,recall_score,0.008163522051033595
Tfidf,True,without,0,char,10,MultinomialNB,precision_score,0.056712791368091583
Tfidf,True,without,0,char,10,RidgeClassifier,f1_score,0.011949540448680528
Tfidf,True,without,0,char,10,RidgeClassifier,recall_score,0.008163522051033595
Tfidf,True,without,0,char,10,RidgeClassifier,precision_score,0.056712791368091583
Tfidf,True,without,0,char,10,DecisionTree,f1_score,0.011949540448680528
Tfidf,True,without,0,char,10,DecisionTree,recall_score,0.008163522051033595
Tfidf,True,without,0,char,10,DecisionTree,precision_score,0.056712791368091583
Tfidf,True,without,0,char,20,MultinomialNB,f1_score,0.01177037003635861
Tfidf,True,without,0,char,20,MultinomialNB,recall_score,0.0071119741330439796
Tfidf,True,without,0,char,20,MultinomialNB,precision_score,0.047672535542792584
Tfidf,True,without,0,char,20,RidgeClassifier,f1_score,0.01177037003635861
Tfidf,True,without,0,char,20,RidgeClassifier,recall_score,0.0071119741330439796
Tfidf,True,without,0,char,20,RidgeClassifier,precision_score,0.047672535542792584
Tfidf,True,without,0,char,20,DecisionTree,f1_score,0.01177037003635861
Tfidf,True,without,0,char,20,DecisionTree,recall_score,0.0071119741330439796
Tfidf,True,without,0,char,20,DecisionTree,precision_score,0.047672535542792584
Tfidf,True,without,0,char_wb,,MultinomialNB,f1_score,0.012720303744711869
Tfidf,True,without,0,char_wb,,MultinomialNB,recall_score,0.007681329836851867
Tfidf,True,without,0,char_wb,,MultinomialNB,precision_score,0.05450994398362819
Tfidf,True,without,0,char_wb,,RidgeClassifier,f1_score,0.012720303744711869
Tfidf,True,without,0,char_wb,,RidgeClassifier,recall_score,0.007681329836851867
Tfidf,True,without,0,char_wb,,RidgeClassifier,precision_score,0.05450994398362819
Tfidf,True,without,0,char_wb,,DecisionTree,f1_score,0.012720303744711869
Tfidf,True,without,0,char_wb,,DecisionTree,recall_score,0.007681329836851867
Tfidf,True,without,0,char_wb,,DecisionTree,precision_score,0.05450994398362819
Tfidf,True,without,0,char_wb,10,MultinomialNB,f1_score,0.011949540448680528
Tfidf,True,without,0,char_wb,10,MultinomialNB,recall_score,0.008163522051033595
Tfidf,True,without,0,char_wb,10,MultinomialNB,precision_score,0.056712791368091583
Tfidf,True,without,0,char_wb,10,RidgeClassifier,f1_score,0.011949540448680528
Tfidf,True,without,0,char_wb,10,RidgeClassifier,recall_score,0.008163522051033595
Tfidf,True,without,0,char_wb,10,RidgeClassifier,precision_score,0.056712791368091583
Tfidf,True,without,0,char_wb,10,DecisionTree,f1_score,0.011949540448680528
Tfidf,True,without,0,char_wb,10,DecisionTree,recall_score,0.008163522051033595
Tfidf,True,without,0,char_wb,10,DecisionTree,precision_score,0.056712791368091583
Tfidf,True,without,0,char_wb,20,MultinomialNB,f1_score,0.01206301163382357
Tfidf,True,without,0,char_wb,20,MultinomialNB,recall_score,0.007351351285457708
Tfidf,True,without,0,char_wb,20,MultinomialNB,precision_score,0.05001550593655857
Tfidf,True,without,0,char_wb,20,RidgeClassifier,f1_score,0.01206301163382357
Tfidf,True,without,0,char_wb,20,RidgeClassifier,recall_score,0.007351351285457708
Tfidf,True,without,0,char_wb,20,RidgeClassifier,precision_score,0.05001550593655857
Tfidf,True,without,0,char_wb,20,DecisionTree,f1_score,0.01206301163382357
Tfidf,True,without,0,char_wb,20,DecisionTree,recall_score,0.007351351285457708
Tfidf,True,without,0,char_wb,20,DecisionTree,precision_score,0.05001550593655857
Tfidf,True,without,1,word,,MultinomialNB,f1_score,0.07404324430736925
Tfidf,True,without,1,word,,MultinomialNB,recall_score,0.0638277360069021
Tfidf,True,without,1,word,,MultinomialNB,precision_score,0.0911408122964994
Tfidf,True,without,1,word,,RidgeClassifier,f1_score,0.07404324430736925
Tfidf,True,without,1,word,,RidgeClassifier,recall_score,0.0638277360069021
Tfidf,True,without,1,word,,RidgeClassifier,precision_score,0.0911408122964994
Tfidf,True,without,1,word,,DecisionTree,f1_score,0.07404324430736925
Tfidf,True,without,1,word,,DecisionTree,recall_score,0.0638277360069021
Tfidf,True,without,1,word,,DecisionTree,precision_score,0.0911408122964994
Tfidf,True,without,1,word,10,MultinomialNB,f1_score,0.0018350571163939491
Tfidf,True,without,1,word,10,MultinomialNB,recall_score,0.0009366482724961767
Tfidf,True,without,1,word,10,MultinomialNB,precision_score,0.09558823529411764
Tfidf,True,without,1,word,10,RidgeClassifier,f1_score,0.0018350571163939491
Tfidf,True,without,1,word,10,RidgeClassifier,recall_score,0.0009366482724961767
Tfidf,True,without,1,word,10,RidgeClassifier,precision_score,0.09558823529411764
Tfidf,True,without,1,word,10,DecisionTree,f1_score,0.0018350571163939491
Tfidf,True,without,1,word,10,DecisionTree,recall_score,0.0009366482724961767
Tfidf,True,without,1,word,10,DecisionTree,precision_score,0.09558823529411764
Tfidf,True,without,1,word,20,MultinomialNB,f1_score,0.007002487344001431
Tfidf,True,without,1,word,20,MultinomialNB,recall_score,0.0037198539363133077
Tfidf,True,without,1,word,20,MultinomialNB,precision_score,0.0701556629092861
Tfidf,True,without,1,word,20,RidgeClassifier,f1_score,0.007002487344001431
Tfidf,True,without,1,word,20,RidgeClassifier,recall_score,0.0037198539363133077
Tfidf,True,without,1,word,20,RidgeClassifier,precision_score,0.0701556629092861
Tfidf,True,without,1,word,20,DecisionTree,f1_score,0.007002487344001431
Tfidf,True,without,1,word,20,DecisionTree,recall_score,0.0037198539363133077
Tfidf,True,without,1,word,20,DecisionTree,precision_score,0.0701556629092861
Tfidf,True,without,1,char,,MultinomialNB,f1_score,0.05494822374156018
Tfidf,True,without,1,char,,MultinomialNB,recall_score,0.040350785493784104
Tfidf,True,without,1,char,,MultinomialNB,precision_score,0.08916969854469856
Tfidf,True,without,1,char,,RidgeClassifier,f1_score,0.05494822374156018
Tfidf,True,without,1,char,,RidgeClassifier,recall_score,0.040350785493784104
Tfidf,True,without,1,char,,RidgeClassifier,precision_score,0.08916969854469856
Tfidf,True,without,1,char,,DecisionTree,f1_score,0.05494822374156018
Tfidf,True,without,1,char,,DecisionTree,recall_score,0.040350785493784104
Tfidf,True,without,1,char,,DecisionTree,precision_score,0.08916969854469856
